winery,wine,year,calificacion,num_resenas,pais,region,precio,tipo,cuerpo,acidez
Martinet,Clos Martinet,2015,44,296,Espana,Priorato,654,Priorat Tinto,40,30
Valquejigoso,V2 Tinto,2008,44,293,Espana,Madrid,45890156,Tinto,40,30
Familia Torres,Grans Muralles,2014,44,292,Espana,Conca de Barbera,3040,Tinto,40,30
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015,44,269,Espana,Rioja,475,Rioja Tinto,40,30
Lan,A Mano Rioja,2018,44,269,Espana,Rioja,299,Rioja Tinto,40,30
Contino,Rioja Gran Reserva,2016,44,267,Espana,Rioja,4045,Rioja Tinto,40,30
Vinedos de Paganos,El Puntido Gran Reserva,2007,44,267,Espana,Rioja,4965,Rioja Tinto,40,30
Artadi,Pagos Viejos,2004,44,262,Espana,Vino de Espana,5711,Tempranillo,40,20
Alion,Ribera del Duero,1996,44,259,Espana,Ribera del Duero,1410,Ribera del Duero Tinto,50,30
Remirez de Ganuza,Trasnocho,2010,44,258,Espana,Rioja,13375,Rioja Tinto,40,30
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016,44,252,Espana,Rioja,679,Rioja Tinto,40,30
Martinet,Clos Martinet,2011,44,249,Espana,Priorato,7592,Priorat Tinto,40,30
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2010,44,245,Espana,Cava,4752,Cava,20,30
Volver,Triga,2017,44,243,Espana,Alicante,299,Tinto,40,30
Volver,Cuvee Old Vines Unfiltered,2017,44,241,Espana,Jumilla,1999,Tinto,40,30
La Vicalanda,Gran Reserva,2010,44,239,Espana,Rioja,5925,Rioja Tinto,40,30
Monovar,Fondillon,1996,44,236,Espana,Alicante,739,Tinto,40,30
Alvaro Domecq,1730 Pedro Ximenez,N.V.,44,234,Espana,Jerez Pedro Ximenes (PX),3935,Jerez,40,30
Bodegas Mas Alta,Cirerets,2018,44,233,Espana,Priorato,403,Priorat Tinto,40,30
Cillar de Silos,Dominio del Pidio,2018,44,225,Espana,Ribera del Duero,4275,Ribera del Duero Tinto,50,30
Contino,Vina del Olivo,2016,44,224,Espana,Rioja,1495,Rioja Tinto,40,30
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012,44,222,Espana,Rioja,765,Rioja Tinto,40,30
Martinet,Clos Martinet,2008,44,220,Espana,Priorato,1132,Priorat Tinto,40,30
Ossian,Vinas Viejas Verdejo,2019,44,219,Espana,Castilla y Leon,269,Verdejo,30,30
Vega Sicilia,Valbuena 5o,1994,44,218,Espana,Ribera del Duero,2498,Ribera del Duero Tinto,50,30
Carmelo Rodero,Reserva,2017,44,217,Espana,Ribera del Duero,2995,Ribera del Duero Tinto,50,30
Los Aguilares,Tadeo Tinto,2014,44,215,Espana,Sierras de Malaga,330,Tinto,40,30
Dominio de Cair,Tierras de Cair Reserva,2014,44,208,Espana,Ribera del Duero,370,Ribera del Duero Tinto,50,30
Bodega Rento,Tinto,2014,44,207,Espana,Ribera del Duero,3713,Ribera del Duero Tinto,50,30
R. Lopez de Heredia,Gran Reserva Rosado,2011,44,206,Espana,Rioja Alta,4995,D.O. Rioja,30,30
Chivite,Navarra Coleccion 125 Blanco,2017,44,204,Espana,Navarra,509,Chardonnay,40,30
Gramona,Cava Celler Batlle,2006,44,201,Espana,Cava,5195,Cava,20,30
Remelluri,Rioja Blanco,2017,44,201,Espana,Rioja,492,Rioja Blanco,30,30
Castano,Casa Cisca Monastrell,2015,44,200,Espana,Yecla,352,Monastrell,50,30
Dominio do Bibei,Lapola,2019,44,196,Espana,Ribeira Sacra,2074,D.O. Ribeira Sacra,30,30
Allende,Calvario Rioja,2008,44,195,Espana,Rioja,873,Rioja Tinto,40,30
Remelluri,Granja Gran Reserva Rioja,2012,44,194,Espana,Rioja,4595,Rioja Tinto,40,30
Abadia Retuerta,Pago Negralada,2013,44,189,Espana,Sardon de Duero,6499,Tempranillo,40,20
Mas Doix,Doix,2007,44,187,Espana,Priorato,35003,Priorat Tinto,40,30
Ferrer Bobet,Seleccio Especial Vinyes Velles,2013,44,185,Espana,Priorato,699,Priorat Tinto,40,30
Vall Llach,Idus,2017,44,180,Espana,Priorato,3695,Priorat Tinto,40,30
Martinet,Clos Martinet,2007,44,177,Espana,Priorato,15437,Priorat Tinto,40,30
Marco Abella,Clos Abella Seleccion Especial,2014,44,173,Espana,Priorato,4385,Priorat Tinto,40,30
Casa Castillo,Pie Franco,2017,44,172,Espana,Jumilla,7798,Monastrell,50,30
Sierra Cantabria,Amancio,2013,44,172,Espana,Rioja,9143,Rioja Tinto,40,30
Emilio Moro,Malleolus de Sanchomartin,2007,44,172,Espana,Ribera del Duero,1950,Ribera del Duero Tinto,50,30
Espectacle del Montsant,Tinto,2016,44,169,Espana,Montsant,12584,Montsant Tinto,40,30
Lan,Culmen Reserva Rioja,2001,44,168,Espana,Rioja,690,Rioja Tinto,40,30
Javier Sanz Viticultor,Singular V Malcorta Verdejo,2020,44,168,Espana,Rueda,1749,Verdejo,30,30
Recaredo,Serral del Vell Brut Nature,2014,44,166,Espana,Cava,4441,Cava,20,30
Espectacle del Montsant,Tinto,2014,44,165,Espana,Montsant,1490,Montsant Tinto,40,30
Abadia Retuerta,Pago Negralada,2009,44,165,Espana,Sardon de Duero,736,Tempranillo,40,20
Remirez de Ganuza,Trasnocho,2014,44,164,Espana,Rioja,8275,Rioja Tinto,40,30
Mas Doix,Doix,2013,44,164,Espana,Priorato,7838,Priorat Tinto,40,30
Protos,Seleccion Finca el Grajo Viejo,2016,44,162,Espana,Ribera del Duero,5995,Ribera del Duero Tinto,50,30
Sierra Cantabria,Finca el Bosque,2014,44,162,Espana,Rioja,8095,Rioja Tinto,40,30
Artadi,La Poza de Ballesteros,2015,44,161,Espana,Vino de Espana,959,Tempranillo,40,20
Tinto Pesquera,Millenium Reserva,2015,44,160,Espana,Ribera del Duero,750,Ribera del Duero Tinto,50,30
Harveys,30 Years VORS Pedro Ximenez Sherry,N.V.,44,159,Espana,Jerez Pedro Ximenes (PX),5895,Jerez,40,30
Marques de Caceres,Gaudium,1994,44,159,Espana,Rioja,1250,Rioja Tinto,40,30
Contino,Vina del Olivo,2015,44,159,Espana,Rioja,640,Rioja Tinto,40,30
Sierra Cantabria,Finca el Bosque,2012,44,158,Espana,Rioja,789,Rioja Tinto,40,30
Orben,Malpuesto,2018,44,158,Espana,Rioja,355,Rioja Tinto,40,30
Artadi,Valdegines,2018,44,155,Espana,Vino de Espana,4235,Tempranillo,40,20
Jaro,Chafandin,2018,44,155,Espana,Ribera del Duero,2895,Ribera del Duero Tinto,50,30
Artadi,Vina El Pison,2007,44,154,Espana,Vino de Espana,4950,Tempranillo,40,20
Abadia Retuerta,Pago Negralada,2016,44,152,Espana,Sardon de Duero,6395,Tempranillo,40,20
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2012,44,151,Espana,Rioja,990,Rioja Tinto,40,30
Vina Sastre,Pesus Ribera del Duero,2012,44,150,Espana,Ribera del Duero,3790,Ribera del Duero Tinto,50,30
Dominio del Aguila,Reserva,2017,44,149,Espana,Ribera del Duero,5695,Ribera del Duero Tinto,50,30
Vina Sastre,Regina Vides Ribera del Duero,2012,44,148,Espana,Ribera del Duero,6534,Ribera del Duero Tinto,50,30
Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2019,44,147,Espana,Jerez Pedro Ximenes (PX),2235,Pedro Ximenez,50,10
Bodegas El Paraguas,Atlantico,2019,44,146,Espana,Ribeiro,1899,D.O. Ribeiro,20,30
Mustiguillo,Quincha Corral,2016,44,145,Espana,El Terrerazo,7995,Tinto,40,30
Martinet,Els Escurcons,2014,44,143,Espana,Priorato,7849,Priorat Tinto,40,30
Remirez de Ganuza,Rioja Reserva,2014,44,142,Espana,Rioja,499,Rioja Tinto,40,30
Vall Llach,Idus,2018,44,141,Espana,Priorato,355,Priorat Tinto,40,30
Vina Pomal,Vinos Singulares Tempranillo Blanco Reserva,2014,44,141,Espana,Rioja,349,Rioja Blanco,30,30
Astrales,Christina Ribera del Duero,2016,44,142,Espana,Ribera del Duero,5076,Ribera del Duero Tinto,50,30
Merum Priorati,Desti,2018,44,136,Espana,Priorato,2995,Priorat Tinto,40,30
Hacienda Lopez de Haro,Gran Reserva Classica Tinto,2001,44,135,Espana,Rioja,3675,Rioja Tinto,40,30
Bodegas Mauro,Godello Blanco,2019,44,134,Espana,Bierzo,376,V.T. Castilla y León ,30,30
Alto Moncayo,Aquilon Garnacha,2014,44,134,Espana,Campo de Borja,1000,Garnacha,50,30
Cayetano del Pino,Palo Cortado 1/10,N.V.,44,134,Espana,Jerez-Xeres-Sherry,250,Jerez,40,30
La Unica,Fourth Edition,20172018,44,131,Espana,Vino de Espana,400,Tempranillo,40,20
Remelluri,Rioja Blanco,2018,44,130,Espana,Rioja,520,Rioja Blanco,30,30
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2012,44,130,Espana,Rias Baixas,3425,Albarino,30,30
Fefinanes,Albarino de Fefinanes III Ano,2017,44,128,Espana,Rias Baixas,354,Albarino,30,30
Arzuaga,Reserva Ribera del Duero,2018,44,128,Espana,Ribera del Duero,3215,Ribera del Duero Tinto,50,30
Familia Torres,Perpetual,2017,44,127,Espana,Priorato,6275,Priorat Tinto,40,30
Gramona,Cava Celler Batlle,2010,44,126,Espana,Cava,583,Cava,20,30
Ferrer Bobet,Seleccio Especial Vinyes Velles,2016,44,123,Espana,Priorato,589,Priorat Tinto,40,30
Merum Priorati,El Cel,2015,44,123,Espana,Priorato,590,Priorat Tinto,40,30
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2016,44,122,Espana,Rioja,4295,Rioja Blanco,30,30
Vall Llach,Porrera Vi de Vila,2017,44,122,Espana,Priorato,4395,Priorat Tinto,40,30
Resalte,Gran Ribera del Duero,2010,44,122,Espana,Ribera del Duero,419188925,Ribera del Duero Tinto,50,30
Scala Dei,Heretge Priorat,2017,44,120,Espana,Priorato,9103,Priorat Tinto,40,30
Figuero,Vinas Viejas,2018,44,119,Espana,Ribera del Duero,251,Ribera del Duero Tinto,50,30
Artadi,La Poza de Ballesteros,2014,44,119,Espana,Vino de Espana,1040,Tempranillo,40,20
Artadi,El Carretil,2010,44,117,Espana,Vino de Espana,2953,Tempranillo,40,20
Osborne,Sibarita Oloroso Jerez-Xeres-Sherry 30 Years V.O.R.S,N.V.,44,117,Espana,Jerez Oloroso,799,Jerez,40,30
Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2015,44,116,Espana,Ribera del Duero,7195,Ribera del Duero Tinto,50,30
Pinea,17,2018,44,115,Espana,Ribera del Duero,579,Tempranillo,40,20
Vina Sastre,Pesus Ribera del Duero,2011,44,114,Espana,Ribera del Duero,4650,Ribera del Duero Tinto,50,30
Mas Doix,Doix,2014,44,114,Espana,Priorato,1160,Priorat Tinto,40,30
Terroir Al Limit Soc. Lda,Les Tosses,2014,44,113,Espana,Priorato,15888,Priorat Tinto,40,30
Martinet,Cami Pesseroles,2007,44,112,Espana,Priorato,16585,Priorat Tinto,40,30
Artadi,La Poza de Ballesteros,2013,44,112,Espana,Vino de Espana,10101,Tempranillo,40,20
Portal del Priorat,Clos del Portal Tros de Clos,2016,44,109,Espana,Priorato,5695,Priorat Tinto,40,30
Vina Sastre,Pago de Santa Cruz,2019,44,109,Espana,Ribera del Duero,4869,Ribera del Duero Tinto,50,30
Bodegas Mas Alta,La Basseta,2016,44,108,Espana,Priorato,560,Priorat Tinto,40,30
Cims de Porrera,Classic,1996,44,106,Espana,Priorato,2172,Priorat Tinto,40,30
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2017,44,106,Espana,Priorato,899,Priorat Tinto,40,30
Casa Rojo,Minami,2016,44,106,Espana,Jumilla,489,Monastrell,50,30
La Rioja Alta,Rioja Gran Reserva 904,1982,44,106,Espana,Rioja,1450,Rioja Tinto,40,30
Alvaro Palacios,Vi de Vila Gratallops,2019,44,105,Espana,Priorato,545,Priorat Tinto,40,30
Bodegas Naluar & Acediano,Acediano,2016,44,104,Espana,Ribera del Duero,420,Ribera del Duero Tinto,50,30
Gramona,Cava Celler Batlle,2009,44,102,Espana,Cava,5975,Cava,20,30
Cims de Porrera,Classic,2012,44,102,Espana,Priorato,4995,Priorat Tinto,40,30
Murua,Veguin de Murua Gran Reserva,2012,44,101,Espana,Rioja,360,Rioja Tinto,40,30
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias,2020,44,101,Espana,Valdeorras,1639,D.O. Valdeorras,30,30
Mas Doix,Doix,2015,44,100,Espana,Priorato,950,Priorat Tinto,40,30
Vinyes Domenech,Teixar,2015,44,99,Espana,Montsant,5105,Montsant Tinto,40,30
Sei Solo,Tinto,2018,44,99,Espana,Ribera del Duero,529,Ribera del Duero Tinto,50,30
Bodegas Ximenez-Spinola,Anada Pedro Ximenez,2018,44,99,Espana,Jerez-Xeres-Sherry,175,Pedro Ximenez,50,10
Abadia Retuerta,Le Domaine Blanco de Guarda,2020,44,99,Espana,Sardon de Duero,338,V.T. Castilla y León,30,30
Artadi,Vina El Pison,1999,44,98,Espana,Vino de Espana,41985,Tempranillo,40,20
Portal del Priorat,Clos del Portal Somni,2016,44,98,Espana,Priorato,3303,Priorat Tinto,40,30
Terroir Al Limit Soc. Lda,Les Manyes,2015,44,98,Espana,Priorato,1890,Priorat Tinto,40,30
Castillo Perelada,Emporda Aires de Garbet,2017,44,98,Espana,Emporda,3922,Tinto,40,30
Pago de Vallegarcia,Montes de Toledo Syrah,2019,44,97,Espana,Castilla,195,Syrah,40,30
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2014,44,97,Espana,Ribera del Duero,440,Ribera del Duero Tinto,50,30
Vina Sastre,Regina Vides Ribera del Duero,2010,44,96,Espana,Ribera del Duero,1011,Ribera del Duero Tinto,50,30
Eulogio Pomares,Maceracion Con Pieles,2017,44,95,Espana,Rias Baixas,3695,Albarino,30,30
Toro Albala,Don PX Pedro Ximenez,1986,44,95,Espana,Montilla-Moriles,2250,Pedro Ximenez,50,10
Marques de Riscal,Baron de Chirel Rioja Reserva,2003,44,95,Espana,Rioja,770,Rioja Tinto,40,30
Casa Castillo,Pie Franco,2018,44,95,Espana,Jumilla,690,Monastrell,50,30
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2004,44,94,Espana,Rioja,900,Rioja Tinto,40,30
Sangenis I Vaque,Clos Monlleo,2011,44,94,Espana,Priorato,500,Priorat Tinto,40,30
Allende,Calvario Rioja,2010,44,92,Espana,Rioja,12597,Rioja Tinto,40,30
Delgado Zuleta,B.Rodriguez La-Cave Quo Vadis?,N.V.,44,89,Espana,Jerez Amontillado,879,Jerez,40,30
Bodegas Mas Alta,La Solana Alta,2017,44,90,Espana,Priorato,6346,D.O. Priorato,40,30
Vinas del Vero,Blecua Somontano,2004,44,88,Espana,Somontano,690,Tinto,40,30
Merum Priorati,El Cel,2016,44,88,Espana,Priorato,640,Priorat Tinto,40,30
VALENCISO,Rioja Reserva 10 Anos Despues Edicion Limitada,2011,44,88,Espana,Rioja,579,Rioja Tinto,40,30
Artadi,El Carretil,2014,44,86,Espana,Vino de Espana,14351,Tempranillo,40,20
Mas Perinet,Perinet + Plus,2004,44,85,Espana,Priorato,5405,Priorat Tinto,40,30
Espectacle del Montsant,Tinto,2017,44,85,Espana,Montsant,1020,Montsant Tinto,40,30
Clos Mogador,Priorat,1999,44,85,Espana,Priorato,950,Priorat Tinto,40,30
Luis A. Rodriguez Vazquez,Vina de Martin Escolma Ribeiro,2016,44,85,Espana,Ribeiro,3765,D.O. Ribeiro,30,30
Artadi,Vina El Pison,2001,44,85,Espana,Vino de Espana,3400,Tempranillo,40,20
Carmelo Rodero,Reserva,2018,44,83,Espana,Ribera del Duero,289,Ribera del Duero Tinto,50,30
Alvaro Palacios,Finca Dofi,2019,44,82,Espana,Priorato,8455,Priorat Tinto,40,30
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1959,44,80,Espana,Rioja,9400,Rioja Tinto,40,30
Martinet,Cami Pesseroles,2008,44,80,Espana,Priorato,1526,Priorat Tinto,40,30
Vizcarra,Ribera del Duero Torralvo,2018,44,80,Espana,Ribera del Duero,3245,Ribera del Duero Tinto,50,30
Chozas Carrascal,El Cabernet F - Familiar,2017,44,80,Espana,Utiel-Requena,349,Tinto,40,30
Bodegas Vilano,Premium,2018,44,79,Espana,Ribera del Duero,350,Ribera del Duero Tinto,50,30
Pago de Vallegarcia,Hipperia Red Blend,2018,44,79,Espana,Castilla,249,Tinto,40,30
Alonso del Yerro,Maria Ribera del Duero,2016,44,78,Espana,Ribera del Duero,539,Ribera del Duero Tinto,50,30
Emilio Moro,Vendimia Seleccionada,2019,44,77,Espana,Ribera del Duero,2138,Ribera del Duero Tinto,50,30
Artadi,Vina El Pison,2016,44,77,Espana,Vino de Espana,3850,Tempranillo,40,20
Clos Figueras,Clos Figueres,2017,44,75,Espana,Priorato,534,Priorat Tinto,40,30
Bodegas Monte La Reina,Castillo de Monte la Reina Cuvee Privee,2015,44,75,Espana,Toro,1465,Toro Tinto,50,30
Alonso del Yerro,Maria Ribera del Duero,2015,44,75,Espana,Ribera del Duero,549,Ribera del Duero Tinto,50,30
Sacristia AB,Amontillado Saca,N.V.,44,74,Espana,Jerez-Xeres-Sherry,6202,Jerez,40,30
Ontanon,Queiron Reserva Vinedos Familiares,2011,44,74,Espana,Rioja,2685,Rioja Tinto,40,30
Martinet,Cami Pesseroles,2011,44,74,Espana,Priorato,1265,Priorat Tinto,40,30
Toro Albala,Don PX Gran Reserva,1990,44,73,Espana,Montilla-Moriles,359,Pedro Ximenez,50,10
Ferrer Bobet,Seleccio Especial Vinyes Velles,2017,44,73,Espana,Priorato,6435,Priorat Tinto,40,30
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2011,44,73,Espana,Ribera del Duero,1152,Ribera del Duero Tinto,50,30
Alta Alella,Dolc Mataro,2018,44,72,Espana,Alella,1795,D.O. Alella,40,30
Muga,Prado Enea Gran Reserva,1989,44,72,Espana,Rioja,1400,Rioja Tinto,40,30
Muga,Prado Enea Gran Reserva,1991,44,72,Espana,Rioja,1670,Rioja Tinto,40,30
Teso La Monja,Victorino,2019,44,71,Espana,Toro,339,Toro Tinto,50,30
Bodegas Roda,Roda I Reserva Rioja,2017,44,71,Espana,Rioja,4595,Rioja Tinto,40,30
Bodega Elias Mora,Toro 2V Premium,2005,44,70,Espana,Toro,440,Toro Tinto,50,30
Tridente,Rejon Tempranillo,2018,44,70,Espana,Castilla y Leon,3194,Tempranillo,40,20
Joan Simo,Les Eres Vinyes Velles,2015,44,70,Espana,Priorato,3249,Priorat Tinto,40,30
Hacienda Lopez de Haro,Gran Reserva Classica Blanco,2012,44,70,Espana,Rioja,3675,Rioja Blanco,30,30
Can Axartell,The Artist,2016,44,69,Espana,Mallorca,2684,Tinto,40,30
Juan Pinero,Amontillado 30 Years Old V.O.R.S Sherry,N.V.,44,69,Espana,Jerez Amontillado,369,Jerez,40,30
Pazo Barrantes,La Comtesse de Pazo Barrantes Albarino,2017,44,69,Espana,Rias Baixas,5995,Albarino,30,30
Sara Perez y Rene Barbier,Gratallops Partida Bellvisos,2007,44,69,Espana,Priorato,2414,Priorat Tinto,40,30
Abadia Retuerta,Seleccion Especial,2018,44,68,Espana,Sardon de Duero,276,Tinto,40,30
Abel Mendoza Monge,5V Blanco,2019,44,68,Espana,Rioja,3798,Rioja Blanco,30,30
Mas Llunes,Finca Butaros Vinya Centenaria,2015,44,67,Espana,Emporda,3223,Tinto,40,30
Familia Torres,Grans Muralles,2016,44,67,Espana,Conca de Barbera,12376,Tinto,40,30
Losada,La Bienquerida,2018,44,66,Espana,Bierzo,3455,Mencia,30,30
Artadi,El Carretil,2016,44,66,Espana,Vino de Espana,1550,Tempranillo,40,20
Marques de Vargas,Seleccion Privada,2011,44,65,Espana,Rioja,680,Rioja Tinto,40,30
Protos,Seleccion Finca el Grajo Viejo,2017,44,65,Espana,Ribera del Duero,599,Ribera del Duero Tinto,50,30
Bodegas Frontaura,Aponte Winemaker's Private Collection Tempranillo,2008,44,66,Espana,Toro,1120,Tempranillo,40,20
Roig Parals,Cami de Cormes,2018,44,65,Espana,Emporda,1418,Tinto,40,30
Oxer Wines,Kalamity Rioja,2017,44,65,Espana,Rioja,1060,Rioja Tinto,40,30
Perinet,1194,2016,44,64,Espana,Priorato,1058121097,Tinto,40,30
Cepa 21,Malabrigo Ribera del Duero,2018,44,65,Espana,Ribera del Duero,315,Ribera del Duero Tinto,50,30
Romate,Old & Plus Pedro Ximenez,N.V.,44,64,Espana,Jerez Pedro Ximenes (PX),4212,Jerez,40,30
Avgvstvs,Reserva Trajanvs,2016,44,64,Espana,Penedes,215,Tinto,40,30
Alvaro Palacios,Finca Dofi,1999,44,64,Espana,Priorato,750,Priorat Tinto,40,30
Jorge Ordonez,No. 2 Victoria,2018,44,64,Espana,Malaga,159,D.O. Málaga.,30,40
Remelluri,Granja Gran Reserva Rioja,2013,44,63,Espana,Rioja,539,Rioja Tinto,40,30
Castillo Perelada,Emporda Gran Claustro,2015,44,63,Espana,Emporda,3086,Tinto,40,30
Anima Negra,Son Negre,2010,44,63,Espana,Mallorca,23595,Tinto,40,30
Vinicola Real,200 Monges Rioja Reserva,2012,44,62,Espana,Rioja,385,Rioja Tinto,40,30
Ramon Bilbao,Lalomba Finca Valhonta,2017,44,61,Espana,Rioja,5675,Rioja Tinto,40,30
Clos Mogador,Manyetes,2017,44,61,Espana,Priorato,599,Priorat Tinto,40,30
Vina Pedrosa,Gran Reserva,2014,44,60,Espana,Ribera del Duero,122667917,Ribera del Duero Tinto,50,30
Recaredo,Serral del Vell Brut Nature,2016,44,60,Espana,Cava,3456,Cava,20,30
Abadia Retuerta,Pago Valdebellon,2016,44,60,Espana,Sardon de Duero,659,Cabernet Sauvignon,40,30
Gramona,Cava Celler Batlle,2011,44,59,Espana,Cava,5975,Cava,20,30
Vina Sastre,Pesus Ribera del Duero,2003,44,59,Espana,Ribera del Duero,50925,Ribera del Duero Tinto,50,30
Terroir Al Limit Soc. Lda,Les Tosses,2013,44,59,Espana,Priorato,15888,Priorat Tinto,40,30
Leda,Guarda de Leda Seleccion Tempranillo,2015,44,59,Espana,Castilla y Leon,3766,Tempranillo,40,20
Enric Soler,Nun Vinya dels Taus,2018,44,59,Espana,Penedes,627,D.O. Penedès,30,30
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2016,44,58,Espana,Priorato,6073,Priorat Tinto,40,30
Es Fangar,Lo Cortinelo.Lo Blanc,2017,44,58,Espana,Pla i Llevant,2725,DO Pla i Llevant,30,30
Cal Batllet - Celler Ripoll Sans,5 Partides Gratallops Vi de La Vila,2014,44,58,Espana,Priorato,496,Priorat Tinto,40,30
Llopart,Cava Ex-Vite Gran Reserva Brut,2010,44,57,Espana,Cava,435,Cava,20,30
Vega Sicilia,Valbuena 5o,1982,44,56,Espana,Ribera del Duero,2250,Ribera del Duero Tinto,50,30
Portia,Summa Edicion Limitada,2015,44,56,Espana,Ribera del Duero,8997,Ribera del Duero Tinto,50,30
Bodegas Mas Alta,Cirerets,2019,44,56,Espana,Priorato,379,Priorat Tinto,40,30
Los Aguilares,Pago El Espino,2019,44,56,Espana,Sierras de Malaga,189,Tinto,40,30
La Vicalanda,Gran Reserva,2015,44,55,Espana,Rioja,538,Rioja Tinto,40,30
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2015,44,55,Espana,Ribera del Duero,5525,Ribera del Duero Tinto,50,30
Ostatu,Gloria Rioja,2011,44,55,Espana,Rioja Alavesa,449,Rioja Tinto,40,30
Finca Valpiedra,Petra de Valpiedra Garnacha,2017,44,55,Espana,Rioja,329,Garnacha,50,30
Vina Pomal,Alto de la Caseta,2015,44,54,Espana,Rioja,825,Rioja Tinto,40,30
Recaredo,Serral del Vell Brut Nature,2015,44,54,Espana,Cava,3378,Cava,20,30
Tridente,Rejon Tempranillo,2017,44,54,Espana,Castilla y Leon,349,Tempranillo,40,20
Vall Llach,Mas de la Rosa,2016,44,53,Espana,Priorato,36739,Priorat Tinto,40,30
Baigorri,Rioja B70,2014,44,52,Espana,Rioja,1045,Rioja Tinto,40,30
Matarromera,Gran Reserva,2014,44,52,Espana,Ribera del Duero,7455,Ribera del Duero Tinto,50,30
Vivaltus,Tinto,2016,44,52,Espana,Ribera del Duero,1190,Ribera del Duero Tinto,50,30
Comenge,Don Miguel,2016,44,51,Espana,Ribera del Duero,"3,19239E+14",Ribera del Duero Tinto,50,30
Collbaix Celler El Moli,Singular Negre,2015,44,51,Espana,Pla de Bages,2735,Cabernet Sauvignon,40,30
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2017,44,51,Espana,Priorato,330,Priorat Tinto,40,30
Martinez Lacuesta,Rioja Reserva Especial,1922,44,51,Espana,Rioja Alta,2800,Rioja Tinto,40,30
Pujanza,Rioja Cisma,2014,44,50,Espana,Rioja,1400,Rioja Tinto,40,30
Jesus Madrazo,Seleccion Rioja,2018,44,50,Espana,Rioja,320,Rioja Tinto,40,30
Allende,Martires Rioja,2015,44,50,Espana,Rioja,915,Rioja Blanco,30,30
Llopart,Cava Original Brut (Espumos),2010,44,49,Espana,Cava,5295,Cava,20,30
Albet i Noya,Marti Reserva Penedes,2015,44,49,Espana,Penedes,3515,Tinto,40,30
La Rioja Alta,Vina Ardanza Reserva Seleccion Especial,2015,44,49,Espana,Rioja,230,Rioja Tinto,40,30
Juan Pinero,Oloroso 30 Years Old V.O.R.S,N.V.,44,48,Espana,Jerez Oloroso,379,Jerez,40,30
Olivier Riviere,Pozo Alto,2016,44,48,Espana,Rioja,11995,Rioja Tinto,40,30
Bodegas Amaren,El Cristo de Samaniego,2017,44,47,Espana,Rioja Alavesa,429,Rioja Tinto,40,30
Bodegas Tierra,El Belisario,2016,44,47,Espana,Rioja,399,Tempranillo,40,20
Torre de Ona,Baron de Ona Rioja Reserva,1995,44,46,Espana,Rioja,500,Rioja Tinto,40,30
Clos Erasmus,Priorat,2017,44,45,Espana,Priorato,20931,Priorat Tinto,40,30
Toro Albala,Don PX Seleccion,1968,44,45,Espana,Montilla-Moriles,1650,Pedro Ximenez,50,10
Monte Real,Gran Reserva,1978,44,45,Espana,Rioja,970,Rioja Tinto,40,30
Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2020,44,44,Espana,Rias Baixas,265,Albarino,30,30
Legaris,La Aguilera,2016,44,44,Espana,Ribera del Duero,325,Ribera del Duero Tinto,50,30
Bodega Contador (Benjamin Romeo),Pirata,2014,44,44,Espana,Rioja,1940,Rioja Blanco,30,30
Vinas del Vero,Blecua Somontano,2014,44,43,Espana,Somontano,7495,Tinto,40,30
Territorio Luthier,Hispania,2018,44,43,Espana,Ribera del Duero,289,Ribera del Duero Tinto,50,30
Martin Codax,Arousa,2019,44,44,Espana,Vino de Espana,1899,Albarino,30,30
Vinedos Hermanos Hernaiz,Las Cenizas Tempranillo,2018,44,43,Espana,Rioja Alta,1995,Rioja Tinto,40,30
Cims de Porrera,Solanes Priorat,2003,44,43,Espana,Priorato,3866,Priorat Tinto,40,30
Artadi,Grandes Anadas Rioja,1994,44,43,Espana,Rioja,1800,Rioja Tinto,40,30
Martinet,Cami Pesseroles,2017,44,42,Espana,Priorato,755,Priorat Tinto,40,30
Freixenet,Cava Cuvee De Prestige Trepat,2019,44,43,Espana,Cava,789,Cava,20,30
Azpilicueta,Felix Azpilicueta Coleccion Privada,2019,44,41,Espana,Rioja,180,Rioja Tinto,40,30
